question,answer
O que é (são) Leucodistrofia?,"A leucodistrofia refere-se à degeneração progressiva da substância branca do cérebro devido ao crescimento ou desenvolvimento imperfeito da bainha de mielina, a cobertura gordurosa que atua como isolante ao redor das fibras nervosas. A mielina, que dá cor à substância branca do cérebro, é uma substância complexa composta por pelo menos dez substâncias químicas diferentes. As leucodistrofias são um grupo de doenças causadas por defeitos genéticos na forma como a mielina produz ou metaboliza esses produtos químicos. Cada uma das leucodistrofias é o resultado de um defeito no gene que controla uma (e apenas uma) das substâncias químicas. Leucodistrofias específicas incluem leucodistrofia metacromática, doença de Krabb, adrenoleucodistrofia, doença de Pelizaeus-Merzbacher, doença de Canavan, ataxia infantil com hipomielinização do sistema nervoso central ou CACH (também conhecida como doença de desaparecimento da substância branca), doença de Alexander, doença de Refsum e xantomatose cerebrotendinosa. O sintoma mais comum de uma doença leucodistrofia é um declínio gradual em um bebê ou criança que anteriormente parecia bem. A perda progressiva pode aparecer no tônus ​​​​corporal, movimentos, marcha, fala, capacidade de alimentação, visão, audição e comportamento. Muitas vezes há uma desaceleração no desenvolvimento mental e físico. Os sintomas variam de acordo com o tipo específico de leucodistrofia e podem ser difíceis de reconhecer nas fases iniciais da doença."
Quais são os tratamentos para Leucodistrofia?,"O tratamento para a maioria das leucodistrofias é sintomático e de suporte e pode incluir medicamentos, terapia física, ocupacional e fonoaudiológica; e programas nutricionais, educacionais e recreativos. O transplante de medula óssea mostra-se promissor para algumas leucodistrofias."
Quais são as perspectivas para a leucodistrofia?,O prognóstico das leucodistrofias varia de acordo com o tipo específico de leucodistrofia.
que pesquisas (ou ensaios clínicos) estão sendo feitas para a leucodistrofia?,"O NINDS apoia pesquisas sobre doenças genéticas, incluindo as leucodistrofias. Os objetivos desta pesquisa são aumentar a compreensão científica desses distúrbios e encontrar maneiras de preveni-los, tratá-los e, em última análise, curá-los."
O que é (são) a doença de Canavan?,"A doença de Canavan é um distúrbio neurológico ligado a genes, no qual o cérebro degenera em tecido esponjoso repleto de espaços microscópicos cheios de líquido. A doença de Canavan foi classificada como parte de um grupo de doenças genéticas conhecidas como leucodistrofias. Pesquisas recentes indicaram que as células do cérebro responsáveis ​​pela produção das bainhas de mielina, conhecidas como oligodendrócitos, não conseguem completar adequadamente esta tarefa crítica de desenvolvimento. As bainhas de mielina são a cobertura gordurosa que atua como isolantes ao redor das fibras nervosas do cérebro, além de fornecer suporte nutricional às células nervosas. Na doença de Canavan, muitos oligodendrócitos não amadurecem e, em vez disso, morrem, deixando as projeções das células nervosas conhecidas como axônios vulneráveis ​​e incapazes de funcionar adequadamente. A doença de Canavan é causada por uma mutação no gene de uma enzima chamada aspartoacilase, que atua decompondo a substância química concentrada do cérebro conhecida como N-acetil-aspartato.
                
Os sintomas da doença de Canavan geralmente aparecem nos primeiros 3 a 6 meses de vida e progridem rapidamente. Os sintomas incluem falta de desenvolvimento motor, dificuldades de alimentação, tônus ​​muscular anormal (fraqueza ou rigidez) e cabeça anormalmente grande e mal controlada. Paralisia, cegueira ou perda auditiva também podem ocorrer. As crianças são caracteristicamente quietas e apáticas. Embora a doença de Canavan possa ocorrer em qualquer grupo étnico, é mais frequente entre os judeus Ashkenazi do leste da Polónia, Lituânia e oeste da Rússia, e entre os árabes sauditas. A doença de Canavan pode ser identificada por um simples exame de sangue pré-natal que rastreia a enzima ausente ou mutações no gene que controla a aspartoacilase. Ambos os pais devem ser portadores do gene defeituoso para ter um filho afetado. Quando se descobre que ambos os pais são portadores da mutação do gene Canavan, há uma chance em quatro (25%) em cada gravidez de que a criança seja afetada pela doença de Canavan."
Quais são os tratamentos para a doença de Canavan?,"A doença de Canavan causa atrofia cerebral progressiva. Não há cura, nem existe um tratamento padrão. O tratamento é sintomático e de suporte."
Quais são as perspectivas para a doença de Canavan?,"O prognóstico para a doença de Canavan é ruim. A morte geralmente ocorre antes dos 10 anos, embora algumas crianças possam sobreviver até a adolescência e os vinte anos."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a doença de Canavan?,"O gene da doença de Canavan foi localizado. Muitos laboratórios oferecem triagem pré-natal para esse distúrbio em populações de risco. Os cientistas desenvolveram modelos animais para esta doença e estão utilizando os modelos para testar potenciais estratégias terapêuticas. Três estratégias estão atualmente sob investigação: transferência de genes para o cérebro, a fim de substituir o gene mutado pela enzima; terapia metabólica para fornecer um metabólito crucial em falta (acetato); e terapia enzimática onde a enzima aspartoacilase é projetada para poder entrar no cérebro e ser injetada na corrente sanguínea. Resultados encorajadores foram obtidos usando essas estratégias."
O que é (são) a doença de Alexander?,"A doença de Alexander faz parte de um grupo de condições neurológicas conhecidas como leucodistrofias, distúrbios que resultam de anormalidades na mielina, a substância branca que protege as fibras nervosas do cérebro. A doença de Alexander é uma doença progressiva e frequentemente fatal. A destruição da substância branca é acompanhada pela formação de fibras de Rosenthal, que são aglomerados anormais de proteínas que se acumulam em células não neuronais do cérebro chamadas astrócitos. Às vezes, as fibras de Rosenthal são encontradas em outros distúrbios, mas não na mesma quantidade ou área do cérebro que ocorre na doença de Alexander. A forma infantil é o tipo mais comum da doença de Alexander. Tem início durante os primeiros dois anos de vida. Geralmente há atrasos no desenvolvimento físico e mental, seguidos pela perda de marcos de desenvolvimento, aumento anormal no tamanho da cabeça e convulsões. A forma juvenil da doença de Alexander é menos comum e começa entre os dois e os treze anos de idade. Essas crianças podem apresentar vômitos excessivos, dificuldade para engolir e falar, má coordenação e perda de controle motor. As formas da doença de Alexander com início na idade adulta são menos comuns. Os sintomas às vezes imitam os da doença de Parkinson ou da esclerose múltipla, ou podem apresentar-se principalmente como um distúrbio psiquiátrico. A doença ocorre tanto em homens quanto em mulheres e não há diferenças étnicas, raciais, geográficas ou culturais/econômicas em sua distribuição."
Quais são os tratamentos para a doença de Alexander?,"Não há cura para a doença de Alexander, nem existe um tratamento padrão. O tratamento da doença de Alexander é sintomático e de suporte."
Quais são as perspectivas para a doença de Alexander?,O prognóstico para indivíduos com doença de Alexander é geralmente ruim. A maioria das crianças com a forma infantil não sobrevive após os 6 anos de idade. As formas juvenis e adultas do transtorno têm um curso mais lento e prolongado.
que pesquisas (ou ensaios clínicos) estão sendo feitas para a doença de Alexander?,"Descobertas recentes mostram que a maioria dos indivíduos (aproximadamente 90 por cento) com doença de Alexander tem uma mutação no gene que produz a proteína glial fibrilar ácida (GFAP). A GFAP é um componente normal do cérebro, mas não está claro como as mutações neste gene causam a doença. Na maioria dos casos, as mutações ocorrem espontaneamente e não são herdadas dos pais. Um pequeno número de pessoas que se acredita terem a doença de Alexander não apresenta mutações identificáveis ​​na GFAP, o que leva os pesquisadores a acreditar que pode haver outras causas genéticas ou talvez até não genéticas da doença de Alexander. A investigação actual visa compreender os mecanismos pelos quais as mutações causam doenças, desenvolver melhores modelos animais para a doença e explorar potenciais estratégias de tratamento. Actualmente, não existe um modelo animal exacto para a doença; no entanto, os ratos foram projetados para produzir as mesmas formas mutantes de GFAP encontradas em indivíduos com doença de Alexander. Esses camundongos formam fibras de Rosenthal e têm predisposição para convulsões, mas ainda não imitam todas as características das doenças humanas (como as leucodistrofias). Um estudo clínico está em andamento para identificar biomarcadores de gravidade ou progressão da doença em amostras de sangue ou líquido cefalorraquidiano. Tais biomarcadores, se encontrados, seriam uma grande vantagem para avaliar a resposta a quaisquer tratamentos desenvolvidos no futuro."
O que é (são) narcolepsia?,"A narcolepsia é um distúrbio neurológico crônico causado pela incapacidade do cérebro de regular normalmente os ciclos de sono-vigília. Em vários momentos do dia, as pessoas com narcolepsia experimentam crises de sono irresistíveis. Se o desejo se tornar insuportável, os indivíduos adormecerão por períodos que duram de alguns segundos a vários minutos. Em casos raros, algumas pessoas podem permanecer dormindo por uma hora ou mais. Além da sonolência diurna excessiva (SDE), três outros sintomas principais frequentemente caracterizam a narcolepsia: cataplexia ou perda repentina do tônus ​​muscular voluntário; alucinações vívidas durante o início do sono ou ao acordar; e breves episódios de paralisia total no início ou no final do sono. A narcolepsia não é definitivamente diagnosticada na maioria dos pacientes até 10 a 15 anos após o aparecimento dos primeiros sintomas. A causa da narcolepsia permanece desconhecida. É provável que a narcolepsia envolva múltiplos fatores que interagem para causar disfunção neurológica e distúrbios do sono."
Quais são os tratamentos para a narcolepsia?,"Não há cura para a narcolepsia. Em 1999, após resultados bem-sucedidos de ensaios clínicos, a Food and Drug Administration (FDA) dos EUA aprovou um medicamento chamado modafinil para o tratamento da SDE. Duas classes de medicamentos antidepressivos provaram ser eficazes no controle da cataplexia em muitos pacientes: tricíclicos (incluindo imipramina, desipramina, clomipramina e protriptilina) e inibidores seletivos da recaptação de serotonina (incluindo fluoxetina e sertralina). A terapia medicamentosa deve ser complementada por estratégias comportamentais. Por exemplo, muitas pessoas com narcolepsia tiram cochilos curtos e regulares nos momentos em que tendem a sentir mais sono. Melhorar a qualidade do sono noturno pode combater a SDE e ajudar a aliviar a sensação persistente de fadiga. Entre as medidas de bom senso mais importantes que as pessoas com narcolepsia podem tomar para melhorar a qualidade do sono estão ações como manter um horário regular de sono e evitar bebidas alcoólicas e que contenham cafeína antes de dormir. O medicamento Xyrem (oxibato de sódio ou gama hidroxibutirato, também conhecido como GHB) foi aprovado em julho de 2002 para o tratamento da cataplexia e em novembro de 2005 para a SDE em pessoas que têm narcolepsia. Devido a questões de segurança associadas ao uso deste medicamento, a distribuição do Xyrem é fortemente restrita."
Quais são as perspectivas para a narcolepsia?,"Nenhum dos medicamentos atualmente disponíveis permite que as pessoas com narcolepsia mantenham consistentemente um estado de alerta totalmente normal. Mas a SDE e a cataplexia, os sintomas mais incapacitantes da doença, podem ser controladas na maioria dos pacientes com tratamento medicamentoso. Freqüentemente, o regime de tratamento é modificado conforme os sintomas mudam. Qualquer que seja a idade de início, os pacientes descobrem que os sintomas tendem a piorar ao longo de duas a três décadas após o aparecimento dos primeiros sintomas. Muitos pacientes mais velhos descobrem que alguns sintomas diurnos diminuem de gravidade após os 60 anos."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a narcolepsia?,"O Instituto Nacional de Distúrbios Neurológicos e Derrame (NINDS) e outros institutos dos Institutos Nacionais de Saúde (NIH) conduzem pesquisas sobre narcolepsia e outros distúrbios do sono em laboratórios do NIH e também apoiam pesquisas adicionais por meio de doações às principais instituições médicas em todo o país. O NINDS continua a apoiar investigações sobre a biologia básica do sono, incluindo os mecanismos cerebrais envolvidos na geração e regulação do sono. Dentro do Instituto Nacional do Coração, Pulmão e Sangue, também um componente do NIH, o Centro Nacional de Pesquisa sobre Distúrbios do Sono (NCSDR) coordena as atividades de pesquisa do sono do governo federal e compartilha informações com grupos privados e sem fins lucrativos."
Quais são as complicações das complicações neurológicas da AIDS?,"A AIDS é principalmente uma doença do sistema imunológico causada pelo vírus da imunodeficiência humana (HIV), mas também pode afetar o sistema nervoso. O VIH não parece invadir diretamente as células nervosas, mas põe em risco a sua saúde e função, causando sintomas como confusão, esquecimento, alterações comportamentais, dores de cabeça, fraqueza progressiva e perda de sensibilidade nos braços e pernas, deficiência motora cognitiva ou danos nos nervos periféricos. Outras complicações que podem ocorrer como resultado da infecção pelo HIV ou dos medicamentos usados ​​para tratá-la incluem dor, convulsões, herpes zoster, problemas na medula espinhal, falta de coordenação, dificuldade ou dor ao engolir, transtorno de ansiedade, depressão, febre, perda de visão, distúrbios da marcha, destruição do tecido cerebral e coma. Outras doenças do sistema nervoso relacionadas com a SIDA podem ser causadas por certos cancros ou por doenças que de outra forma não afectariam pessoas com sistemas imunitários saudáveis.
                
Entre as complicações neurológicas mais comuns estão: complexo demencial da AIDS, causando sintomas como encefalite (inflamação do cérebro), alterações comportamentais e declínio gradual da função cognitiva; linfomas do sistema nervoso central, tumores cancerígenos que começam no cérebro ou resultam de um câncer que se espalhou de outro local do corpo; meningite criptocócica; infecções por citomegalovírus; infecções por vírus herpes; neuropatia; neurossífilis; leucoencefalopatia multifocal progressiva (LMP); e distúrbios psicológicos e neuropsiquiátricos."
Quais são os tratamentos para as complicações neurológicas da AIDS?,"Nenhum tratamento isolado pode curar as complicações neurológicas da AIDS. Alguns distúrbios requerem terapia agressiva, enquanto outros são tratados sintomaticamente.
                
Os medicamentos variam de analgésicos vendidos sem receita a medicamentos antiepilépticos, opiáceos, corticosteróides e algumas classes de antidepressivos. Outros tratamentos incluem radioterapia ou quimioterapia para matar ou reduzir tumores cerebrais cancerígenos que podem ser causados ​​pelo HIV, medicamentos antifúngicos ou antimaláricos para combater certas infecções bacterianas e penicilina para tratar a neurossífilis. A terapia antirretroviral agressiva é usada para tratar o complexo de demência da AIDS, LMP e encefalite por citomegalovírus. HAART, ou terapia antirretroviral altamente ativa, combina pelo menos três medicamentos para reduzir a quantidade de vírus que circula no sangue e também pode atrasar o início de algumas infecções."
Quais são as perspectivas para as complicações neurológicas da AIDS?,O prognóstico geral para indivíduos com AIDS nos últimos anos melhorou significativamente devido a novos medicamentos e tratamentos. Os médicos da SIDA muitas vezes não conseguem reconhecer as complicações neurológicas da SIDA. Aqueles que suspeitam que estão tendo complicações neurológicas devem discuti-las com seu médico.
que pesquisas (ou ensaios clínicos) estão sendo feitas para as complicações neurológicas da AIDS?,"Dentro do governo federal, o Instituto Nacional de Distúrbios Neurológicos e Derrame (NINDS), uma parte dos Institutos Nacionais de Saúde (NIH), apoia pesquisas sobre as consequências neurológicas da AIDS. O NINDS trabalha em estreita colaboração com a sua agência irmã, o Instituto Nacional de Alergias e Doenças Infecciosas (NIAID), que é o principal responsável pela investigação relacionada com o VIH e a SIDA."
O que é (são) Tabes Dorsalis?,"Tabes dorsalis é uma degeneração lenta das células nervosas e fibras nervosas que transportam informações sensoriais para o cérebro. Os nervos em degeneração estão nas colunas dorsais da medula espinhal (a porção mais próxima da parte posterior do corpo) e transportam informações que ajudam a manter o senso de posição da pessoa. Tabes dorsalis é o resultado de uma infecção de sífilis não tratada. Os sintomas podem não aparecer durante algumas décadas após a infecção inicial e incluem fraqueza, diminuição dos reflexos, marcha instável, degeneração progressiva das articulações, perda de coordenação, episódios de dor intensa e sensação perturbada, alterações de personalidade, demência, surdez, deficiência visual e resposta prejudicada à luz. A doença é mais frequente em homens do que em mulheres. O início é geralmente durante a meia-idade. A incidência de tabes dorsalis está a aumentar, em parte devido à infecção associada ao VIH."
Quais são os tratamentos para Tabes Dorsalis?,"A penicilina, administrada por via intravenosa, é o tratamento de escolha. A dor associada pode ser tratada com opiáceos, valproato ou carbamazepina. Os pacientes também podem necessitar de terapia física ou de reabilitação para lidar com a perda muscular e a fraqueza. O tratamento preventivo para quem tem contato sexual com indivíduo com tabes dorsalis é importante."
Quais são as perspectivas para Tabes Dorsalis?,"Se não for tratada, a tabes dorsalis pode causar paralisia, demência e cegueira. Os danos nervosos existentes não podem ser revertidos."
que pesquisas (ou ensaios clínicos) estão sendo feitas para Tabes Dorsalis?,"O NINDS apoia e realiza pesquisas sobre doenças neurodegenerativas, como a tabes dorsalis, num esforço para encontrar formas de prevenir, tratar e, em última análise, curar estas doenças."
O que é (são) Herpes Zoster Oticus?,"Herpes zoster oticus, também chamado de Síndrome de Ramsay Hunt ou Síndrome de Ramsay Hunt tipo II, é uma complicação comum do herpes zoster. A zona é uma infecção causada pelo vírus varicela-zóster, que é o vírus que causa a varicela. A zona ocorre em pessoas que tiveram varicela e representa uma reativação do vírus latente da varicela-zóster. O herpes zoster oticus, causado pela disseminação do vírus varicela-zoster para os nervos faciais, é caracterizado por intensa dor de ouvido, erupção cutânea ao redor da orelha, boca, rosto, pescoço e couro cabeludo, além de paralisia dos nervos faciais. Outros sintomas podem incluir perda auditiva, vertigem (sensação anormal de movimento) e zumbido (sons anormais). Também podem ocorrer perda de paladar na língua e boca e olhos secos."
Quais são os tratamentos para Herpes Zoster Ótico?,"Alguns casos de herpes zoster oticus não requerem tratamento. Quando o tratamento é necessário, podem ser prescritos medicamentos como antivirais ou corticosteróides. A vertigem pode ser tratada com o medicamento diazepam"
Quais são as perspectivas para o Herpes Zoster Oticus?,"Geralmente, o prognóstico do herpes zoster oticus é bom. No entanto, em alguns casos, a perda auditiva pode ser permanente. A vertigem pode durar dias ou semanas. A paralisia facial pode ser temporária ou permanente."
que pesquisas (ou ensaios clínicos) estão sendo feitas para o Herpes Zoster Oticus?,"O NINDS apoia pesquisas sobre herpes zoster e condições relacionadas ao herpes zoster. Os estudos atuais concentram-se na relação entre a persistência de vírus neurotrópicos e o desenvolvimento de doenças neurológicas, incluindo os vírus herpes simplex e varicela-zoster."
O que é (são) Hemicrania Continua?,"Hemicrania contínua é uma forma crônica e persistente de dor de cabeça marcada por dor contínua que varia em gravidade, ocorre sempre no mesmo lado da face e da cabeça e é sobreposta a sintomas debilitantes adicionais. na dor contínua, mas flutuante, há ataques ocasionais de dor mais intensa. Uma pequena porcentagem de indivíduos com hemicrania contínua apresenta dor bilateral ou em ambos os lados da cabeça. Uma dor de cabeça é considerada hemicrania contínua se a pessoa teve uma dor de cabeça unilateral diária ou contínua de intensidade moderada com dor de cabeça curta e penetrante ocasional por mais de 3 meses sem mudança de lado ou períodos sem dor. A dor de cabeça também deve responder completamente ao tratamento com o antiinflamatório não esteroidal indometacina. Deve apresentar pelo menos um dos seguintes sintomas: vermelhidão e/ou lacrimejamento nos olhos, congestão nasal e/ou coriza, ptose (pálpebra caída) e miose (contratura da íris). Ocasionalmente, os indivíduos também apresentam sintomas de sudorese na testa e enxaqueca, como dor latejante, náusea e/ou vômito ou sensibilidade à luz e ao som. O distúrbio tem duas formas: crônica, com dores de cabeça diárias, e remitente, nas quais as dores de cabeça podem ocorrer por um período de até 6 meses e são seguidas por um período sem dor de semanas a meses até que a dor retorne. A maioria dos pacientes apresenta ataques de aumento de dor três a cinco vezes em um ciclo de 24 horas. Este distúrbio é mais comum em mulheres do que em homens. O esforço físico e o uso de álcool podem aumentar a gravidade da dor de cabeça em alguns pacientes. A causa deste distúrbio é desconhecida."
Quais são os tratamentos para Hemicrania Continua?,"A indometacina proporciona alívio rápido dos sintomas. Os pacientes devem tomar entre 25 e 300 miligramas de indometacina diariamente e indefinidamente para diminuir os sintomas. Alguns indivíduos podem precisar tomar medicamentos supressores de ácido devido a um efeito colateral gastrointestinal. Para aqueles que não toleram os efeitos colaterais, outro AINE, o celecoxib, demonstrou ter menos complicações e pode ser prescrito. A amitriptilina e outros antidepressivos tricíclicos também são eficazes em alguns indivíduos com hemicrania contínua como tratamento preventivo."
Quais são as perspectivas para o Hemicrania Continua?,Os indivíduos podem obter alívio completo ou quase completo dos sintomas com atenção médica adequada e medicação diária. Algumas pessoas podem não ser capazes de tolerar o uso prolongado de indometacina e podem ter que depender de AINEs menos eficazes.
que pesquisas (ou ensaios clínicos) estão sendo feitas para Hemicrania Continua?,"O Instituto Nacional de Distúrbios Neurológicos e Derrame (NINDS) e outros institutos dos Institutos Nacionais de Saúde (NIH) apoiam pesquisas relacionadas à hemicrania contínua por meio de doações a instituições de pesquisa médica em todo o país. Grande parte desta pesquisa se concentra na compreensão da hemicrania contínua, a fim de encontrar melhores maneiras de prevenir, tratar e, em última análise, curar a doença."
O que é (são) Coreoatetose Paroxística?,"A coreoatetose paroxística é um distúrbio do movimento caracterizado por episódios ou ataques de movimentos involuntários dos membros, tronco e músculos faciais. O distúrbio pode ocorrer em vários membros de uma família ou em apenas um único membro da família. Antes de um ataque, alguns indivíduos apresentam rigidez muscular ou outros sintomas físicos. Movimentos involuntários precipitam alguns ataques, e outros ataques ocorrem quando o indivíduo consumiu álcool ou cafeína, ou está cansado ou estressado. Os ataques podem durar de 10 segundos a mais de uma hora. Alguns indivíduos apresentam rigidez muscular persistente após um ataque. A coreoatetose paroxística freqüentemente começa no início da adolescência. Um gene associado ao distúrbio foi descoberto. O mesmo gene também está associado à epilepsia."
Quais são os tratamentos para Coreoatetose Paroxística?,"A terapia medicamentosa, particularmente a carbamazepina, tem tido muito sucesso na redução ou eliminação de ataques de coreoatetose paroxística. Embora a carbamazepina não seja eficaz em todos os casos, outros medicamentos foram substituídos com bons efeitos."
Qual é a perspectiva da Coreoatetose Paroxística?,"Geralmente, a coreoatetose paroxística diminui com a idade e muitos adultos apresentam remissão completa. Como a terapia medicamentosa é tão eficaz, o prognóstico para o distúrbio é bom."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a coreoatetose paroxística?,"O NINDS apoia e conduz pesquisas sobre distúrbios do movimento, como a coreoatetose paroxística. Grande parte desta pesquisa visa encontrar maneiras de prevenir e tratar esses distúrbios."
O que é (são) Paraparesia Espástica Tropical?,"Durante várias décadas, o termo paraparesia espástica tropical (TSP) tem sido usado para descrever uma doença crônica e progressiva do sistema nervoso que afeta adultos que vivem em áreas equatoriais do mundo e causa fraqueza progressiva, rigidez muscular, espasmos musculares, distúrbios sensoriais e disfunção esfincteriana. A causa da TSP permaneceu obscura até meados da década de 1980, quando uma importante associação foi estabelecida entre o retrovírus humano, vírus linfotrófico de células T humanas tipo 1 (também conhecido como HTLV-1) e a TSP. A TSP é agora chamada de mielopatia associada ao HTLV-1/paraparesia espástica tropical ou HAM/TSP. Acredita-se que o retrovírus HTLV-1 cause pelo menos 80% dos casos de HAM/TSP ao prejudicar o sistema imunológico. Além dos sintomas neurológicos de fraqueza e rigidez muscular ou espasmos, em casos raros, os indivíduos com HAM/TSP também apresentam uveíte (inflamação do trato uveal do olho), artrite (inflamação de uma ou mais articulações), alveolite linfocítica pulmonar (inflamação do pulmão), polimiosite (uma doença muscular inflamatória), ceratoconjuntivite seca (secura persistente da córnea e conjuntiva) e infecciosa. dermatite (inflamação da pele). A outra complicação grave da infecção pelo HTLV-1 é o desenvolvimento de leucemia ou linfoma de células T do adulto. As complicações do sistema nervoso e do sangue ocorrem apenas numa proporção muito pequena de indivíduos infectados, enquanto a maioria permanece praticamente sem sintomas ao longo da vida.
                
O vírus HTLV-1 é transmitido de pessoa para pessoa através de células infectadas: amamentação por mães soropositivas (em outras palavras, com níveis elevados de anticorpos contra o vírus no sangue), compartilhamento de agulhas infectadas durante o uso de drogas intravenosas ou relações sexuais com um parceiro soropositivo. Menos de 2% dos portadores soropositivos para HTLV-1 se tornarão pacientes com HAM/TSP."
Quais são os tratamentos para Paraparesia Espástica Tropical?,"Não existe um programa de tratamento estabelecido para HAM/TSP. Os corticosteróides podem aliviar alguns sintomas, mas provavelmente não alterarão o curso do distúrbio. Estudos clínicos sugerem que o interferão alfa proporciona benefícios durante curtos períodos e alguns aspectos da actividade da doença podem ser melhorados favoravelmente com o uso do interferão beta. Músculos rígidos e espásticos podem ser tratados com lioresal ou tizanidina. A disfunção urinária pode ser tratada com oxibutinina."
Quais são as perspectivas para a Paraparesia Espástica Tropical?,"HAM/TSP é uma doença progressiva, mas raramente é fatal. A maioria dos indivíduos vive várias décadas após o diagnóstico. Seu prognóstico melhora se tomarem medidas para prevenir infecções do trato urinário e feridas na pele, e se participarem de programas de fisioterapia e terapia ocupacional."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a Paraparesia Espástica Tropical?,"O Instituto Nacional de Distúrbios Neurológicos e Derrame (NINDS) e outros institutos dos Institutos Nacionais de Saúde (NIH) conduzem pesquisas relacionadas ao HAM/TSP em laboratórios do NIH e apoiam pesquisas adicionais por meio de doações às principais instituições médicas em todo o país. Grande parte desta pesquisa se concentra em encontrar melhores maneiras de prevenir, tratar e, em última análise, curar doenças como a HAM/TSP."
O que é (são) a doença de Alpers?,"A doença de Alpers é uma síndrome de depleção de DNA mitocondrial progressiva, de neurodesenvolvimento, caracterizada por três sintomas clínicos concomitantes: regressão psicomotora (demência); convulsões; e doença hepática. É uma doença autossômica recessiva causada por mutação no gene da DNA polimerase mitocondrial POLG. A doença ocorre em cerca de uma em cada 100.000 pessoas. A maioria dos indivíduos com doença de Alpers não apresenta sintomas ao nascer e desenvolve-se normalmente durante semanas a anos antes do início dos sintomas. O diagnóstico é estabelecido por meio de testes para o gene POLG. Os sintomas normalmente ocorrem meses antes das amostras de tecido mostrarem a depleção do DNA mitocondrial, de modo que esses estudos de depleção não podem ser usados ​​para o diagnóstico precoce. Cerca de 80 por cento dos indivíduos com doença de Alpers desenvolvem sintomas nos primeiros dois anos de vida e 20 por cento desenvolvem sintomas entre as idades de 2 e 25 anos. Os primeiros sintomas do distúrbio são geralmente inespecíficos e podem incluir hipoglicemia secundária à doença hepática subjacente, deficiência de crescimento, encefalopatia associada a infecção, espasticidade, mioclonia (espasmos involuntários de um músculo ou grupo de músculos), convulsões ou insuficiência hepática. Um nível aumentado de proteína é observado na análise do líquido cefalorraquidiano. A cegueira cortical (perda de visão devido a danos na área do córtex que controla a visão) se desenvolve em cerca de 25% dos casos. Podem ocorrer disfunção gastrointestinal e cardiomiopatia. A demência é tipicamente episódica e frequentemente associada a uma infecção que ocorre enquanto outra doença está em andamento. As convulsões podem ser difíceis de controlar e as convulsões implacáveis ​​também podem causar regressão do desenvolvimento. Os distúrbios ""semelhantes a Alpers"" sem doença hepática são geneticamente diferentes e têm um curso clínico diferente. Menos de um terço dos indivíduos com o fenótipo ""semelhante a Alpers"" sem doença hepática apresentam mutações POLG."
Quais são os tratamentos para a doença de Alpers?,"Não há cura para a doença de Alpers e nenhuma forma de retardar a sua progressão. O tratamento é sintomático e de suporte. Anticonvulsivantes podem ser usados ​​para tratar as convulsões, mas às vezes as convulsões não respondem bem à terapia, mesmo em doses elevadas. Portanto, o benefício do controle das convulsões deve ser ponderado contra o que poderia ser uma sedação excessiva do anticonvulsivante. O valproato não deve ser utilizado, pois pode aumentar o risco de insuficiência hepática. A fisioterapia pode ajudar a aliviar a espasticidade e manter ou aumentar o tônus ​​muscular."
Quais são as perspectivas para a doença de Alpers?,"O prognóstico para indivíduos com doença de Alpers é ruim. Aqueles com a doença geralmente morrem na primeira década de vida. Convulsões contínuas e implacáveis ​​muitas vezes levam à morte. Também podem ocorrer insuficiência hepática e insuficiência cardiorrespiratória devido ao envolvimento do cérebro, da medula espinhal e dos nervos."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a doença de Alpers?,"O NINDS apoia pesquisas sobre doenças neurodegenerativas ligadas a genes, como a doença de Alpers. Os objetivos desta pesquisa são aumentar a compreensão científica desses distúrbios e encontrar maneiras de preveni-los, tratá-los e curá-los."
O que é (são) Miastenia Gravis?,"A miastenia gravis é uma doença neuromuscular autoimune crônica caracterizada por vários graus de fraqueza dos músculos esqueléticos (voluntários) do corpo. Os sintomas variam em tipo e intensidade. A marca registrada da miastenia gravis é a fraqueza muscular que aumenta durante os períodos de atividade e melhora após períodos de descanso. Os músculos que controlam os movimentos dos olhos e das pálpebras, a expressão facial, a mastigação, a fala e a deglutição estão frequentemente, mas nem sempre, envolvidos. Os músculos que controlam a respiração e os movimentos do pescoço e dos membros também podem ser afetados. A miastenia gravis é causada por um defeito na transmissão dos impulsos nervosos aos músculos. Normalmente, quando os impulsos percorrem o nervo, as terminações nervosas liberam uma substância neurotransmissora chamada acetilcolina. Na miastenia gravis, os anticorpos produzidos pelo próprio sistema imunológico do corpo bloqueiam, alteram ou destroem os receptores de acetilcolina. Os primeiros sintomas visíveis da miastenia gravis podem ser fraqueza dos músculos oculares, dificuldade em engolir ou fala arrastada. A miastenia gravis é uma doença auto-imune porque o sistema imunológico - que normalmente protege o corpo de organismos estranhos - ataca a si mesmo por engano. Não é herdado diretamente nem é contagioso."
